,Type,Name,Year,Director,Address,Lat,Lon,Borough,Number_of_Complaints,Style,Material,Use,Nbhd,Imdb,Tel,Url,System,Categories,Phone,Rating,Price,Zip_code
1920,restaurant,ESSEN,NA,NA,519 8TH AVE,40.75341,-73.99302,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salad,2122901515,2.5,$$,10018
1921,restaurant,ESSEX TAQUERIA,NA,NA,123 ESSEX ST,40.7197418,-73.9877989,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2122608226,4,$,10002
1922,restaurant,ESTAMINET,NA,NA,107A 7TH AVE,40.6739569,-73.9757798,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cafes,9174994191,3.5,$,11215
1923,restaurant,ESTRELLA LATINA RESTAURANT,NA,NA,3907 104TH ST,40.750436,-73.861682,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,7185652377,3,$$,11368
1924,restaurant,ESTRELLA MEXICANA RESTAURANT,NA,NA,106 E 183RD ST,40.8579099,-73.90166,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,7185844222,2.5,$,10453
1925,restaurant,ESTRELLITA POBLANA,NA,NA,2328 ARTHUR AVE,40.853828,-73.888672,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,7182207641,4,$$,10458
1926,restaurant,ETC,NA,NA,341 5TH AVE,40.671932,-73.9836569,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gelato,6464100822,4.5,$$,11215
1927,restaurant,ETC,NA,NA,341 5TH AVE,40.67194983,-73.98377195,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,6464100822,3.5,$$,11215
1928,restaurant,EUROPAN CAFE,NA,NA,2197 BROADWAY,40.7832592,-73.9807337,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,6464818103,3.5,$$,10024
1929,restaurant,EVELINAS,NA,NA,211 DEKALB AVE,40.689722,-73.971003,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7185106256,4.5,$$$,11205
1930,restaurant,EVERGREEN ON 38,NA,NA,10 E 38TH ST,40.75041,-73.98199,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shanghainese,2124481199,3.5,$$,10016
1931,restaurant,EVERYDAY CHINESE RESTAURANT,NA,NA,890 WYCKOFF AVE,40.696949,-73.9069366,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7183818899,4,$,11237
1932,restaurant,EVERYMAN ESPRESSO,NA,NA,162 5TH AVE,40.67792,-73.97975,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vietnamese,9179417635,4,$$,11217
1933,restaurant,EXCELLENT DUMPLING HOUSE,NA,NA,165 W 23RD ST,40.74404944,-73.99502819,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dim Sum,2129898885,4,$$,10011
1934,restaurant,EXCUSE MY FRENCH,NA,NA,96 ORCHARD ST,40.71844,-73.98981,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bars,2127809600,4.5,$$,10002
1935,restaurant,EXECUTIVE DINING ROOM,NA,NA,114 W 47TH ST,40.75814,-73.98304,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2128523035,4,$$$$,10036
1936,restaurant,EXECUTIVE DINING ROOM,NA,NA,114 W 47TH ST,40.75827979,-73.9827184,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2128523035,3.5,$$$$,10036
1937,restaurant,EXPRESSWAY BUBBLE TEA & SNACKS,NA,NA,4128 MAIN ST,40.757207,-73.829389,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,6463621995,4.5,$,11355
1938,restaurant,EXQUISITO DOMINICAN RESTAURANT,NA,NA,1542 GATES AVE,40.69923322,-73.91244374,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin American,7184972228,3.5,$,11237
1939,restaurant,El BUEN SABOR,NA,NA,4507 QUEENS BLVD,40.7435297,-73.9193497,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bakeries,7184784123,3.5,$,11104
1940,restaurant,El Nuevo Valle Seafood Restaurant,NA,NA,231 SHERMAN AVE,40.865661,-73.919539,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seafood,2125440808,3.5,$,10034
1941,restaurant,F & M CAMPO BELLO II RESTAURANT,NA,NA,9128 5TH AVE,40.618061,-74.029335,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,7186807888,3.5,$$,11209
1942,restaurant,F.B. & J,NA,NA,225 PARK AVE S,40.73715,-73.98789,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steakhouses,9178653644,4.5,$$$,10003
1943,restaurant,FABIO RESTAURANT,NA,NA,214 E 52ND ST,40.75667,-73.96912,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,2126885200,4.5,$$$,10022
1944,restaurant,FACTORY TAMAL,NA,NA,34 LUDLOW ST,40.7159894,-73.99038877,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,9176915524,4.5,$,10002
1945,restaurant,FAIRFAX,NA,NA,234 W 4TH ST,40.73433,-74.00322,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breakfast & Brunch,2123210298,4,$$$,10014
1946,restaurant,FALAFEL ON BROADWAY,NA,NA,3151 BROADWAY,40.81452,-73.95966,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2122222300,3.5,$$,10027
1947,restaurant,FAMILY GARDEN,NA,NA,111A DITMAS AVE,40.6357102,-73.9776473,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7189725040,4,$,11218
1948,restaurant,FANCY JUICE,NA,NA,69 1ST AVE,40.72543,-73.98711,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2122281256,4,$,10003
1949,restaurant,FANCY NANCY,NA,NA,1038 BEDFORD AVE,40.68952093,-73.95529162,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cocktail Bars,3473507289,4,$$,11205
1950,restaurant,FARE AND FOLK,NA,NA,402 HENRY ST,40.6875151,-73.9979148,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,9176404867,3,$$,11201
1951,restaurant,FARE AND FOLK,NA,NA,402 HENRY ST,40.6875,-73.99795,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,9176404867,3.5,$,11201
1952,restaurant,FARMSTAND BOOTH 8,NA,NA,230 PARK AVE,40.75433766,-73.97653256,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stands,6095400403,3.5,$$,10021
1953,restaurant,FARMSTAND BOOTH 8,NA,NA,230 PARK AVE,40.754394,-73.976104,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,6095400403,2.5,$$,10169
1954,restaurant,FARMSTAND BOOTH 8,NA,NA,230 PARK AVE,40.7543721,-73.97618,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soup,6095400403,4,$,10169
1955,restaurant,FARMSTAND BOOTH 8,NA,NA,230 PARK AVE,40.75424603,-73.97562834,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine Bars,6095400403,3.5,$$,10169
1956,restaurant,FARMSTAND BOOTH 8,NA,NA,230 PARK AVE,40.7543721,-73.9761826,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramen,6095400403,3,$$,10169
1957,restaurant,FARMSTAND BOOTH 8,NA,NA,230 PARK AVE,40.754623,-73.976605,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Court,6095400403,4,$$,10169
1958,restaurant,FARO,NA,NA,436 JEFFERSON ST,40.707407,-73.922839,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7183818201,4,$$$,11237
1959,restaurant,FATTY DADDY TACO,NA,NA,152 SMITH ST,40.686578,-73.990821,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,9292959361,4,$$,11201
1960,restaurant,FAUN,NA,NA,606 VANDERBILT AVE,40.67826,-73.96885,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,3476617199,4,$$$,11238
1961,restaurant,FAUSTO,NA,NA,348 FLATBUSH AVE,40.67597,-73.97181,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,9179091427,4,$$$,11238
1962,restaurant,FAZIO'S,NA,NA,709 KNICKERBOCKER AVE,40.69442,-73.91039,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pizza,3475293222,4.5,$,11221
1963,restaurant,FEED,NA,NA,55 WATER ST,40.703415,-73.991409,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,9293972716,3.5,$$$,11201
1964,restaurant,FEED,NA,NA,55 WATER ST,40.703799,-73.992343,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,9293972716,4,$$$,11201
1965,restaurant,FEFITA'S,NA,NA,1045 EASTERN PKWY,40.6693115,-73.9336166,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dominican,3476631398,4.5,$,11213
1966,restaurant,FELICE,NA,NA,55 WATER ST,40.703415,-73.991409,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,9177437388,3.5,$$$,11201
1967,restaurant,FELICE,NA,NA,55 WATER ST,40.703799,-73.992343,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,9177437388,4,$$$,11201
1968,restaurant,FERMENTO,NA,NA,358 KOSCIUSZKO ST,40.69177335,-73.93999368,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,3475292145,5,$$,11221
1969,restaurant,FIASCO,NA,NA,2376 ARTHUR AVE,40.854825,-73.887862,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7186180806,4,$$,10458
1970,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74227627,-74.0048001,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,6466785382,4,$$$,10011
1971,restaurant,FILAGA,NA,NA,75 9TH AVE,40.739143,-74.00702,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,6466785382,4,$$,10014
1972,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74242509,-74.00612513,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cambodian,6466785382,4,$$,10011
1973,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74231154,-74.00612045,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,6466785382,3.5,$$,10011
1974,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74265894,-74.00592854,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seafood,6466785382,4,$$,10011
1975,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74221677,-74.00608914,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine Bars,6466785382,4,$$,10011
1976,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74222,-74.00466,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,6466785382,3.5,$$,10011
1977,restaurant,FILAGA,NA,NA,75 9TH AVE,40.74246753,-74.00663249,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6466785382,4.5,$$,10011
1978,restaurant,FILAGA,NA,NA,75 9TH AVE,40.7425547,-74.0060838,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,6466785382,4.5,$,10011
1979,restaurant,FILAMENT,NA,NA,220 36TH ST,40.65633973,-74.00788967,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,3474178494,3,$$,11232
1980,restaurant,FIRENZE RISTORANTE,NA,NA,1555 2ND AVE,40.77452657,-73.95440709,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,2128619368,3.5,$$$,10028
1981,restaurant,FISH CHEEKS,NA,NA,55 WATER ST,40.703415,-73.991409,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,9177437388,3.5,$$$,11201
1982,restaurant,FISH CHEEKS,NA,NA,55 WATER ST,40.703799,-73.992343,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,9177437388,4,$$$,11201
1983,restaurant,FIVE GUYS FAMOUS BURGERS AND FRIES,NA,NA,815 HUTCHINSON RIVER PKWY,40.82349382,-73.8379064,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,9293246301,4,$,10465
1984,restaurant,FIVE SENSES,NA,NA,9 W 32ND ST,40.74757316,-73.98631226,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2124410005,4,$$,10001
1985,restaurant,FIVE SENSES,NA,NA,9 W 32ND ST,40.747653,-73.986114,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2124410005,3.5,$$,10001
1986,restaurant,FLAME,NA,NA,381 3RD AVE,40.74148,-73.98087,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dim Sum,9172658772,4,$$$,10016
1987,restaurant,FLAME,NA,NA,381 3RD AVE,40.74152,-73.98097,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pan Asian,9172658772,3.5,$$,10016
1988,restaurant,FLAME,NA,NA,381 3RD AVE,40.74152,-73.98097,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dim Sum,9172658772,4,$$,10016
1989,restaurant,FLIPSIGI,NA,NA,525 HUDSON ST,40.73405,-74.00642,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipino,9176393262,4,$$,10014
1990,restaurant,FLOR DE BROADWAY RESTAURANT,NA,NA,3395 BROADWAY,40.82189,-73.9541,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches,2122811556,4,$,10031
1991,restaurant,FLOR DE MAYO RESTAURANT,NA,NA,2651 BROADWAY,40.797832,-73.969948,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2126635520,4,$$,10025
1992,restaurant,FLORA,NA,NA,1021 8TH AVE,40.66452,-73.97989,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,3478449480,5,$$,11215
1993,restaurant,FLORIDITA RESTAURANT UPTOWN,NA,NA,4162 BROADWAY,40.84711717,-73.93783271,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuban,2129280653,3.5,$,10033
1994,restaurant,FLUSHING BANGGANE,NA,NA,16519 NORTHERN BLVD,40.760032,-73.800432,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,7187622799,4,$$,11358
1995,restaurant,FOB RESTAURANT,NA,NA,271 SMITH ST,40.6826583,-73.9930755,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipino,7188528994,4,$$,11231
1996,restaurant,FOLLIA,NA,NA,179 3RD AVE,40.73492432,-73.98558807,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine Bars,2124774100,4,$$,10003
1997,restaurant,FONDA OF CHELSEA,NA,NA,189 9TH AVE,40.74551859,-74.00218488,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,9175255252,3.5,$$,10011
1998,restaurant,FONTANAS,NA,NA,2359 RALPH AVE,40.62066922,-73.91739772,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7184444300,4,$$,11234
1999,restaurant,FOO HING KITCHEN,NA,NA,2706 3RD AVE,40.8135242,-73.9222125,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7186657593,4.5,$,10454
2000,restaurant,FOOD KING CHINESE RESTAURANT,NA,NA,694 10TH AVE,40.76366,-73.99217,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2123076701,3.5,$,10036
2001,restaurant,FOOD SING RESTAURANT,NA,NA,172 GRAND ST,40.714324,-73.961257,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cantonese,7187827596,3,$,11211
2002,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.69121,-73.98331,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pizza,9293794085,4,$$,11201
2003,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.6912509,-73.9832589,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creperies,9293794085,4,$,11201
2004,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.690884,-73.982863,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,9293794085,4.5,$$,11201
2005,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.690584,-73.982326,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Court,9293794085,4,$$,11201
2006,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.6911973,-73.98296088,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian Fusion,9293794085,4,$$,11201
2007,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.691126,-73.9825963,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,9293794085,3,$$,11201
2008,restaurant,FORCELLA FRIED PIZZA,NA,NA,445 ALBEE SQUARE W,40.690584,-73.982326,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tapas/Small Plates,9293794085,4,$$,11201
2009,restaurant,FORCELLA PIZZA DI NAPOLI,NA,NA,485 LORIMER ST,40.711353,-73.9490983,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pizza,7183888820,3.5,$$,11211
2010,restaurant,FOREVER TASTE RESTAURANT,NA,NA,27 RUTGERS ST,40.71294,-73.98979,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,6462888434,4,$,10002
2011,restaurant,FORNINO,NA,NA,PIER 6 BROOKLYN BRIDGE PARK,40.69287353,-74.00169323,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,3474468521,4,$$,11201
2012,restaurant,FORNO ROSSO PIZZERIA,NA,NA,327 GOLD ST,40.69446,-73.98316,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7184513800,4,$$,11201
2013,restaurant,FORTUNE COOKIES,NA,NA,611 MANHATTAN AVE,40.72338,-73.9507,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7183897103,3.5,$,11222
2014,restaurant,FORTUNE PLACE CHINESE RESTAURANT,NA,NA,286 BROADWAY,40.70849,-73.9585,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7189633566,3.5,$,11211
2015,restaurant,FRAGOLE ITALIAN RESTAURANT,NA,NA,394 COURT ST,40.68087,-73.99688,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7185227133,4,$$,11231
2016,restaurant,FRAME,NA,NA,552 7TH AVE,40.754638,-73.98838,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2127190111,2.5,$$,10018
2017,restaurant,FRANKLIN SQUARE CAFE @ HARPER COLLINS,NA,NA,195 BROADWAY,40.711203,-74.008879,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2122076962,3.5,$$$$,10007
2018,restaurant,FREEDOM MEXICAN & ITALIAN RESTAURANT,NA,NA,679 5TH AVE,40.661594,-73.992858,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,7183692575,4,$,11215
2019,restaurant,FRENASIA,NA,NA,16335 CROSSBAY BLVD,40.651392,-73.837518,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian Fusion,7183227690,3,$$,11414
2020,restaurant,FRENCH DINER,NA,NA,188 ORCHARD ST,40.72182746,-73.987969,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,2127771577,4.5,$$,10002
2021,restaurant,FRENCH EPI,NA,NA,123 GREENPOINT AVE,40.730349,-73.955203,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,American (Traditional),6466424300,3.5,$$,11222
2022,restaurant,FRENCH LOUIE,NA,NA,320 ATLANTIC AVE,40.6879459,-73.988257,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,7189351200,4,$$$,11201
2023,restaurant,FRENCH ROAST,NA,NA,2340 BROADWAY,40.7877322,-73.9767123,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,2127991533,3,$$,10024
2024,restaurant,FRENCHETTE,NA,NA,241 W BROADWAY,40.71964,-74.00578,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasseries,7189160454,4,$$$$,10013
2025,restaurant,FRESCA TORTILLA,NA,NA,3115 DITMARS BLVD,40.77578705,-73.90998268,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tex-Mex,7182787666,3,$,11105
2026,restaurant,FRESH N' HEALTHY,NA,NA,16210 JAMAICA AVE,40.703769,-73.797097,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,7182910150,5,$,11432
2027,restaurant,FRESH TACO,NA,NA,4559 46TH ST,40.741268,-73.918899,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,7187521818,3.5,$,11377
2028,restaurant,FRESH WHITE SWAN BAKERY,NA,NA,88 E BROADWAY,40.713837,-73.99414,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2122265333,4,$,10002
2029,restaurant,FRESH WHITE SWAN BAKERY,NA,NA,88 E BROADWAY,40.714,-73.99439,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dim Sum,2122265333,3,$$,10002
2030,restaurant,FRIDUCHA MEXICAN,NA,NA,946 MANHATTAN AVE,40.73152,-73.95432,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,7183830026,4,$$,11222
2031,restaurant,FRIED FRANK CAFETERIA,NA,NA,1 NEW YORK PLAZA,40.7023139,-74.0114968,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salad,2128598041,3,$$,10004
2032,restaurant,FRIENDLY RESTAURANT,NA,NA,1205 40TH AVE,40.75599633,-73.94246342,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7188433891,3.5,$,11101
2033,restaurant,FRIJOLITO'S RESTAURANT,NA,NA,3446 BROADWAY,40.82346529,-73.95241722,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,6466829033,4.5,$,10031
2034,restaurant,FU KEE CHINESE RESTAURANT,NA,NA,2211 86TH ST,40.601908,-73.993218,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7182326083,3.5,$,11214
2035,restaurant,FU LAI NO. 1 RESTAURANT,NA,NA,7023 FORT HAMILTON PKWY,40.62763,-74.01319,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7188333853,4,$,11228
2036,restaurant,FU RUN DONG BEI,NA,NA,4009 PRINCE ST,40.7585654,-73.8315129,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noodles,7183211363,4,$,11354
2037,restaurant,FU XING RESTAURANT & BAKERY,NA,NA,273 W 38TH ST,40.75458939,-73.99125183,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cantonese,2125756978,4,$,10018
2038,restaurant,FU XING RESTAURANT & BAKERY,NA,NA,273 W 38TH ST,40.75463,-73.99115,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese Curry,2125756978,4,$$,10018
2039,restaurant,FU ZHOU WEI ZONG WEI,NA,NA,88 E BROADWAY,40.713837,-73.99414,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2124313555,4,$,10002
2040,restaurant,FU ZHOU WEI ZONG WEI,NA,NA,88 E BROADWAY,40.714,-73.99439,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dim Sum,2124313555,3,$$,10002
2041,restaurant,FUJI EAST,NA,NA,455 MAIN ST,40.75906067,-73.95236828,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2125831688,3,$$,10044
2042,restaurant,FUJI HIBACHI,NA,NA,321 W 42ND ST,40.75792,-73.99067,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2127571820,3.5,$$,10036
2043,restaurant,FUJI JAPANESE CUISINE,NA,NA,11327 QUEENS BLVD,40.717779,-73.8352311,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,7182633636,3,$$,11375
2044,restaurant,FUJIYAMA JAPANESE FUSION,NA,NA,7307 13TH AVE,40.62118,-74.00632,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,7182568188,3.5,$,11228
2045,restaurant,FUKUYAMA,NA,NA,622 METROPOLITAN AVE,40.713916,-73.948283,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7187821496,4,$$,11211
2046,restaurant,FUKUYAMA SUSHI & RAMEN,NA,NA,622 METROPOLITAN AVE,40.713916,-73.948283,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7187821496,4,$$,11211
2047,restaurant,FULTON THAI RESTAURANT,NA,NA,848 FULTON ST,40.683459,-73.967407,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,7187895931,3,$$,11238
2048,restaurant,FUMO RESTAURANT,NA,NA,1600 AMSTERDAM AVE,40.821442,-73.9506357,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pizza,6466926675,4,$$,10031
2049,restaurant,FUSHA FUSION,NA,NA,1065 1ST AVE,40.75915,-73.96252,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2127528883,3.5,$$,10022
2050,restaurant,FUSHIMI,NA,NA,17 PAGE AVE,40.52394,-74.23439,Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,7183563333,3.5,$$,10309
2051,restaurant,FUYU RAMEN,NA,NA,4617 QUEENS BLVD,40.743478,-73.918057,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poke,7187862200,5,$$,11104
2052,restaurant,Filicori-Zecchini,NA,NA,2541 BROADWAY,40.76289822,-73.92708555,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pizza,2012408695,4,$$,11106
2053,restaurant,Fukusuke,NA,NA,304 E 49TH ST,40.75394,-73.96864,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,2123390033,4,$$,10017
2054,restaurant,Fukusuke,NA,NA,304 E 49TH ST,40.75394,-73.96864,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2123390033,4,$$,10017
2055,restaurant,GABRIELA'S TAQUERIA,NA,NA,700 8TH AVE,40.7587156,-73.9883444,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramen,9173380699,3.5,$$,10036
2056,restaurant,GALICIA TAPAS,NA,NA,575 W 207TH ST,40.86666,-73.92037,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine Bars,9179623933,4,$$,10034
